name,address,city,stars,review_count,tags
GayStPete House,4505 5th Ave N,Saint Petersburg,3.5,11,breakfast & brunch hotels & travel bed & breakfast restaurants breakfast & brunch hotels & travel bed & breakfast restaurants wifi_free
Greenland Grill,2205 Collier Pkwy,Land O'Lakes,4.5,184,american (traditional) arabic mediterranean restaurants kebab falafel middle eastern american (traditional) arabic mediterranean restaurants kebab falafel middle eastern businessacceptscreditcards restaurantsdelivery goodforkids restaurantsattire_casual cheap budget inexpensive affordable restaurantstakeout hastv outdoorseating caters restaurantsgoodforgroups wifi_free businessparking_street restaurantstableservice ambience_casual wheelchairaccessible noiselevel_average goodformeal_lunch goodformeal_dinner
Hokulia Shave Ice,1602 W Brandon Blvd,Brandon,4.5,55,desserts shaved ice food hawaiian food trucks restaurants desserts shaved ice food hawaiian food trucks restaurants bikeparking goodforkids restaurantsgoodforgroups restaurantstakeout restaurantsattire_casual outdoorseating businessacceptscreditcards hastv businessparking_lot cheap budget inexpensive affordable caters
Harborside Suites at Little Harbor,536 Bahia Beach Blvd,Ruskin,3.0,69,restaurants event planning & services caribbean hotels & travel venues & event spaces hotels restaurants event planning & services caribbean hotels & travel venues & event spaces hotels businessacceptscreditcards wifi_free moderate casual outdoorseating hastv restaurantsattire_casual noiselevel_average restaurantsreservations restaurantsgoodforgroups goodforkids
Wingstop,1925B W Brandon Blvd,Brandon,2.5,54,fast food restaurants chicken wings fast food restaurants chicken wings restaurantstakeout alcohol_beer_and_wine businessacceptscreditcards noiselevel_average restaurantsdelivery caters moderate casual hastv
China Garden,3904 Britton Plz,Tampa,3.0,19,restaurants restaurants goodforkids alcohol_beer_and_wine restaurantsattire_casual restaurantsgoodforgroups cheap budget inexpensive affordable restaurantstakeout businessacceptscreditcards noiselevel_average ambience_casual hastv
The Barterhouse Ybor,"1811 15th Street Tampa, Ste A",Tampa,4.5,98,nightlife bar american (new) restaurants nightlife bar american (new) restaurants businessacceptscreditcards ambience_classy corkage restaurantstableservice caters bestnights_saturday wifi_free wheelchairaccessible noiselevel_average businessparking_garage goodformeal_dinner smoking_outdoor restaurantsreservations bikeparking alcohol_full_bar restaurantsgoodforgroups happyhour
Mad Fish,5200 Gulf Blvd,Saint Petersburg,4.0,468,restaurants american (traditional) steakhouse seafood restaurants american (traditional) steakhouse seafood businessacceptscreditcards hastv restaurantsattire_casual noiselevel_average businessparking_lot restaurantsreservations bikeparking moderate casual ambience_classy alcohol_beer_and_wine restaurantsgoodforgroups goodformeal_dinner outdoorseating goodforkids happyhour
9th Bar Espresso,949 Huntley Ave,Dunedin,4.5,152,food restaurants breakfast & brunch bakeries coffee & tea food restaurants breakfast & brunch bakeries coffee & tea restaurantsattire_casual bikeparking restaurantstakeout cheap budget inexpensive affordable businessacceptscreditcards restaurantsgoodforgroups goodformeal_breakfast ambience_hipster businessparking_lot goodforkids outdoorseating wifi_free hastv noiselevel_average
HaleLife Bakery,2425 S Dale Mabry Hwy,Tampa,4.5,30,vegan gluten-free bakeries restaurants food vegan gluten-free bakeries restaurants food caters businessparking_lot businessacceptscreditcards restaurantstakeout wifi_free wheelchairaccessible
Dice's Dairy'n Dog,4930 Allen Rd,Zephyrhills,3.5,11,ice cream & frozen yogurt restaurants sandwich food ice cream & frozen yogurt restaurants sandwich food goodforkids restaurantstakeout noiselevel_average bikeparking cheap budget inexpensive affordable outdoorseating businessacceptscreditcards restaurantsattire_casual hastv restaurantsgoodforgroups
Cigar City Brewing,4100 George J Bean Pkwy,Tampa,3.0,164,cuban food airports restaurants brewery hotels & travel tours cuban food airports restaurants brewery hotels & travel tours businessparking_garage businessacceptscreditcards restaurantstakeout moderate casual wifi_free wheelchairaccessible noiselevel_average
Soul Sicilian Fusion,516 Cleveland St,Clearwater,4.5,49,event planning & services nightlife pizza italian bar venues & event spaces wine bar restaurants event planning & services nightlife pizza italian bar venues & event spaces wine bar restaurants bikeparking restaurantsdelivery byob outdoorseating corkage restaurantsgoodforgroups businessparking_garage businessparking_street restaurantstakeout caters smoking_outdoor restaurantsattire_casual businessacceptscreditcards restaurantsreservations dogsallowed alcohol_beer_and_wine ambience_classy restaurantstableservice wifi_free wheelchairaccessible moderate casual bestnights_saturday
The Tavern at Bayboro,120 6th Ave S,Saint Petersburg,4.5,62,delis food american (traditional) venues & event spaces bar pubs restaurants nightlife beer wine & spirits event planning & services delis food american (traditional) venues & event spaces bar pubs restaurants nightlife beer wine & spirits event planning & services cheap budget inexpensive affordable restaurantsgoodforgroups wifi_free restaurantstakeout alcohol_beer_and_wine hastv businessparking_street businessparking_lot restaurantsattire_casual noiselevel_average outdoorseating businessacceptscreditcards smoking_outdoor bikeparking caters goodformeal_lunch goodformeal_dinner music_live wheelchairaccessible ambience_casual
Panda Express,2214 E. Fowler St,Tampa,2.5,36,restaurants fast food chinese restaurants fast food chinese noiselevel_average outdoorseating cheap budget inexpensive affordable goodforkids businessacceptscreditcards restaurantsattire_casual wifi_free restaurantsgoodforgroups bikeparking hastv drivethru ambience_casual caters restaurantstakeout restaurantsdelivery businessparking_lot
Dairy Queen Grill & Chill,17826 Aprile Dr,Land O'Lakes,3.0,20,restaurants ice cream & frozen yogurt food fast food burger restaurants ice cream & frozen yogurt food fast food burger businessacceptscreditcards restaurantsgoodforgroups goodforkids drivethru restaurantsattire_casual restaurantstakeout wifi_free businessparking_lot wheelchairaccessible bikeparking noiselevel_average restaurantstableservice cheap budget inexpensive affordable
Beef 'O' Brady's,812 W Martin Luther King Blvd,Seffner,2.5,28,nightlife sports bar american (traditional) restaurants fast food bar pubs american (new) nightlife sports bar american (traditional) restaurants fast food bar pubs american (new) bikeparking hastv cheap budget inexpensive affordable goodforkids restaurantsattire_casual businessacceptscreditcards alcohol_beer_and_wine restaurantsgoodforgroups restaurantstakeout happyhour
Glory Days Grill,17508 Dona Michelle Dr,Tampa,3.5,229,bar nightlife american (new) restaurants sports bar bar nightlife american (new) restaurants sports bar restaurantstakeout bikeparking outdoorseating restaurantsgoodforgroups businessparking_lot restaurantsattire_casual restaurantstableservice bestnights_friday bestnights_saturday businessacceptscreditcards alcohol_full_bar wifi_free hastv goodforkids happyhour ambience_casual goodformeal_dessert goodformeal_latenight goodformeal_lunch goodformeal_dinner noiselevel_average restaurantsdelivery moderate casual
Molly Malone's Irish Pub,"304 E Davis Blvd, Ste E",Tampa,4.0,58,nightlife irish pub restaurants bar irish nightlife irish pub restaurants bar irish hastv businessparking_street businessparking_lot moderate casual goodforkids alcohol_full_bar restaurantsgoodforgroups restaurantstakeout music_live restaurantsattire_casual bikeparking noiselevel_average goodformeal_lunch goodformeal_dinner goodformeal_brunch goodformeal_breakfast businessacceptscreditcards bestnights_friday bestnights_saturday outdoorseating ambience_casual
Taco Bell,2442 Jim Redman Pkwy.,Plant City,3.5,5,restaurants tex-mex breakfast & brunch fast food taco mexican restaurants tex-mex breakfast & brunch fast food taco mexican restaurantstakeout businessacceptscreditcards restaurantsdelivery goodforkids bikeparking cheap budget inexpensive affordable restaurantsattire_casual drivethru
Steak ’n Shake,11306 Causeway Blvd,Brandon,2.0,79,american (new) steakhouse diner american (traditional) breakfast & brunch fast food burger restaurants american (new) steakhouse diner american (traditional) breakfast & brunch fast food burger restaurants restaurantstakeout businessacceptscreditcards businessparking_lot goodforkids bikeparking restaurantsgoodforgroups cheap budget inexpensive affordable noiselevel_average wifi_free drivethru restaurantsattire_casual happyhour restaurantsdelivery
Antojitos Dona Chirris,2095 N Highland Ave,Clearwater,5.0,39,mexican restaurants mexican restaurants bikeparking noiselevel_quiet wheelchairaccessible businessacceptscreditcards restaurantstableservice hastv restaurantstakeout restaurantsattire_casual alcohol_beer_and_wine goodforkids restaurantsdelivery ambience_casual goodformeal_dinner moderate casual
Xtreme Tacos - Seminole Heights,5609 N. Nebraska Ave,Tampa,5.0,145,taco mexican restaurants taco mexican restaurants hastv wheelchairaccessible caters alcohol_beer_and_wine businessparking_street businessparking_lot dogsallowed restaurantsgoodforgroups restaurantstakeout noiselevel_average bikeparking businessacceptscreditcards restaurantsdelivery ambience_casual ambience_trendy goodformeal_dinner
Sweet Caroline's Bakery & Cafe,3347 Tampa Rd,Palm Harbor,4.5,99,desserts bakeries food restaurants cafes desserts bakeries food restaurants cafes businessparking_lot businessacceptscreditcards restaurantstableservice hastv goodforkids bikeparking noiselevel_average goodformeal_lunch goodformeal_brunch goodformeal_breakfast restaurantsgoodforgroups restaurantsattire_casual caters moderate casual ambience_casual wifi_free
Wawa,12750 Walsingham Rd,Largo,3.0,11,grocery coffee & tea food gas stations convenience stores automotive restaurants sandwich grocery coffee & tea food gas stations convenience stores automotive restaurants sandwich cheap budget inexpensive affordable bikeparking businessacceptscreditcards outdoorseating alcohol_beer_and_wine restaurantstakeout wifi_free restaurantsdelivery
Chuy's,25750 Sierra Center Blvd,Lutz,4.0,436,mexican bar nightlife restaurants tex-mex mexican bar nightlife restaurants tex-mex happyhour goodforkids caters businessacceptscreditcards hastv wifi_free goodformeal_dessert goodformeal_lunch goodformeal_dinner restaurantstakeout restaurantsdelivery restaurantstableservice noiselevel_average bestnights_friday bestnights_wednesday bestnights_saturday ambience_casual businessparking_lot alcohol_full_bar outdoorseating restaurantsgoodforgroups moderate casual restaurantsattire_casual
Ken Sushi & Asian Bistro,2801 Gulf To Bay Blvd,Clearwater,4.5,385,thai restaurants sushi bar asian fusion thai restaurants sushi bar asian fusion restaurantsattire_casual alcohol_beer_and_wine hastv wifi_free businessparking_lot restaurantsreservations bikeparking businessacceptscreditcards goodforkids caters goodformeal_lunch goodformeal_dinner restaurantstableservice restaurantsgoodforgroups noiselevel_average restaurantsdelivery moderate casual ambience_casual
WingHouse Bar & Grill,34900 US Hwy 19,Palm Harbor,3.0,105,american (new) restaurants sports bar chicken wings bar nightlife american (new) restaurants sports bar chicken wings bar nightlife restaurantsgoodforgroups restaurantsattire_casual noiselevel_loud ambience_casual goodforkids hastv moderate casual caters restaurantstakeout restaurantsdelivery businessacceptscreditcards bikeparking alcohol_full_bar businessparking_lot goodformeal_lunch goodformeal_dinner restaurantstableservice happyhour wifi_free bestnights_friday bestnights_sunday bestnights_saturday outdoorseating wheelchairaccessible smoking_outdoor
Pickford's Counter,2606 W Hillsborough Ave,Tampa,4.5,45,restaurants waffle american (traditional) burger shopping restaurants waffle american (traditional) burger shopping businessparking_lot outdoorseating
Tom's Tavern,3895 Northdale Blvd,Tampa,2.5,6,nightlife american (traditional) restaurants bar pubs nightlife american (traditional) restaurants bar pubs
Wendy's,18811 State Road 54,Lutz,2.0,21,restaurants burger fast food restaurants burger fast food wifi_free drivethru cheap budget inexpensive affordable goodforkids hastv restaurantsgoodforgroups restaurantstakeout businessacceptscreditcards restaurantsdelivery restaurantsattire_casual bikeparking noiselevel_average
Longbar Pub & Grill,4701 Normandy Dr,Tampa,4.0,50,pubs food bar restaurants american (traditional) nightlife sports bar dive bar pubs food bar restaurants american (traditional) nightlife sports bar dive bar alcohol_full_bar cheap budget inexpensive affordable bikeparking restaurantstakeout wifi_free businessparking_lot businessacceptscreditcards hastv restaurantsgoodforgroups goodfordancing music_jukebox music_karaoke restaurantsattire_casual bestnights_friday bestnights_thursday bestnights_saturday noiselevel_loud ambience_divey restaurantstableservice restaurantsdelivery goodformeal_latenight
Pollo Tropical,25570 Cierra Center Blvd,Lutz,2.5,104,restaurants chicken shop latin american fast food caribbean restaurants chicken shop latin american fast food caribbean goodforkids restaurantstableservice restaurantsattire_casual restaurantstakeout hastv bikeparking caters ambience_casual noiselevel_average cheap budget inexpensive affordable restaurantsgoodforgroups businessacceptscreditcards drivethru businessparking_lot restaurantsdelivery wifi_free
Pitaluv,5447 Spring Hill Dr,Spring Hill,5.0,31,salad restaurants greek mediterranean falafel salad restaurants greek mediterranean falafel restaurantsdelivery restaurantstakeout businessparking_lot
Starbucks,"2300 Grand Cypress Dr, Ste 101",Lutz,4.0,26,sandwich salad food coffee & tea restaurants sandwich salad food coffee & tea restaurants wifi_free goodforkids restaurantsgoodforgroups moderate casual noiselevel_average businessacceptscreditcards restaurantsattire_casual outdoorseating restaurantstakeout
Chipotle Mexican Grill,103 Brandon Town Center Dr,Brandon,2.0,84,food fast food mexican restaurants food fast food mexican restaurants restaurantsgoodforgroups caters restaurantsattire_casual noiselevel_average businessacceptscreditcards cheap budget inexpensive affordable goodforkids outdoorseating hastv restaurantsdelivery restaurantstakeout
Mangia Bene Pizzeria,"1811 N 15th St, Ste D",Tampa,2.5,150,pizza restaurants pizza restaurants restaurantstakeout businessacceptscreditcards cheap budget inexpensive affordable restaurantsdelivery noiselevel_average businessparking_street restaurantsattire_casual caters
Culver's,9046 4th St N,Saint Petersburg,3.0,53,food ice cream & frozen yogurt fast food burger restaurants food ice cream & frozen yogurt fast food burger restaurants outdoorseating restaurantsattire_casual restaurantsgoodforgroups businessacceptscreditcards wifi_free restaurantstableservice bikeparking drivethru wheelchairaccessible restaurantstakeout cheap budget inexpensive affordable goodformeal_dessert goodformeal_lunch goodformeal_dinner noiselevel_quiet goodforkids businessparking_lot
Pizza Hut,13883 W Hillsborough Ave,Tampa,1.5,15,pizza italian restaurants chicken wings fast food pizza italian restaurants chicken wings fast food businessacceptscreditcards restaurantsdelivery restaurantstakeout hastv cheap budget inexpensive affordable
The Dancing Crab,22996 US Hwy 19 N,Clearwater,3.5,24,seafood restaurants cajun/creole seafood restaurants cajun/creole businessacceptscreditcards restaurantstableservice hastv restaurantsdelivery restaurantstakeout caters wheelchairaccessible
Nolan's Pub,230 Main St,Safety Harbor,4.5,35,pubs irish pub amateur sports teams sports bar nightlife active life restaurants bar gastropubs pubs irish pub amateur sports teams sports bar nightlife active life restaurants bar gastropubs businessacceptscreditcards restaurantsgoodforgroups alcohol_beer_and_wine noiselevel_average businessparking_street businessparking_lot moderate casual hastv outdoorseating bikeparking wifi_free bestnights_friday bestnights_saturday music_live ambience_casual
P.F. Chang's,219 Westshore Plz,Tampa,3.0,377,chinese gluten-free restaurants asian fusion chinese gluten-free restaurants asian fusion restaurantsgoodforgroups moderate casual outdoorseating businessacceptscreditcards restaurantsreservations restaurantstakeout goodforkids restaurantsattire_casual caters bikeparking alcohol_full_bar restaurantstableservice noiselevel_average ambience_classy ambience_casual wifi_free goodformeal_lunch goodformeal_dinner restaurantsdelivery hastv businessparking_lot businessparking_valet
China Garden,1550 N McMullen Booth Rd,Clearwater,4.0,42,chinese restaurants chinese restaurants goodforkids restaurantsattire_casual restaurantstakeout noiselevel_quiet bikeparking businessacceptscreditcards ambience_casual cheap budget inexpensive affordable restaurantsgoodforgroups wheelchairaccessible caters goodformeal_lunch goodformeal_dinner
Wingstop,1411 34th St N,Saint Petersburg,2.0,34,restaurants chicken wings restaurants chicken wings hastv restaurantstakeout restaurantsdelivery
Chick-fil-A,4100 George J Bean Pkwy,Tampa,3.0,33,event planning & services restaurants food chicken shop caterers fast food event planning & services restaurants food chicken shop caterers fast food restaurantsattire_casual businessacceptscreditcards outdoorseating wifi_free goodforkids goodformeal_lunch restaurantsgoodforgroups caters cheap budget inexpensive affordable noiselevel_average drivethru hastv
Dairy Queen Grill & Chill,370 Suzanne Dr,Spring Hill,2.5,13,ice cream & frozen yogurt burger food restaurants juice bar & smoothie american (new) fast food ice cream & frozen yogurt burger food restaurants juice bar & smoothie american (new) fast food cheap budget inexpensive affordable outdoorseating restaurantsgoodforgroups restaurantsattire_casual restaurantstakeout goodforkids businessacceptscreditcards hastv noiselevel_average
McDonald's,8506 Gunn Hwy,Odessa,2.5,16,burger fast food restaurants coffee & tea food burger fast food restaurants coffee & tea food restaurantsattire_casual cheap budget inexpensive affordable goodforkids businessacceptscreditcards restaurantsgoodforgroups restaurantstakeout hastv wifi_free restaurantsdelivery drivethru
Tasty Venues,951 E Brandon Blvd,Brandon,4.5,22,hotels & travel food tours cooking classes arts & crafts home & garden restaurants cafes shopping home decor american (new) tours hotels & travel food tours cooking classes arts & crafts home & garden restaurants cafes shopping home decor american (new) tours restaurantstableservice restaurantsreservations moderate casual caters restaurantsdelivery wheelchairaccessible businessacceptscreditcards restaurantstakeout corkage happyhour ambience_classy alcohol_beer_and_wine businessparking_lot
Shundra's Soul Smokehouse,3887 Northdale Blvd,Tampa,4.0,48,southern salad restaurants barbeque soul food southern salad restaurants barbeque soul food caters outdoorseating businessacceptscreditcards hastv bikeparking restaurantstakeout wheelchairaccessible byob restaurantstableservice wifi_free restaurantsdelivery
Burger King,3554 Central Ave,Saint Petersburg,2.0,15,fast food burger restaurants fast food burger restaurants bikeparking wifi_free cheap budget inexpensive affordable restaurantsgoodforgroups goodforkids businessacceptscreditcards restaurantstakeout restaurantsattire_casual restaurantsdelivery hastv noiselevel_average
KFC,2212 E Fowler Ave,Tampa,2.5,13,chicken shop fast food chicken wings restaurants chicken shop fast food chicken wings restaurants restaurantsgoodforgroups businessacceptscreditcards restaurantsattire_casual cheap budget inexpensive affordable goodforkids restaurantstakeout drivethru caters restaurantsdelivery businessparking_lot
Moe's Southwest Grill,11140 Starkey Rd,Largo,3.5,30,mexican tex-mex restaurants mexican tex-mex restaurants ambience_casual noiselevel_average bikeparking hastv goodforkids cheap budget inexpensive affordable caters restaurantstakeout restaurantsattire_casual alcohol_beer_and_wine restaurantsgoodforgroups businessacceptscreditcards goodformeal_lunch restaurantsdelivery drivethru businessparking_lot
Caribbean Twist,3328 W Columbus Dr,Tampa,4.5,48,sandwich restaurants spanish salad breakfast & brunch cuban caribbean sandwich restaurants spanish salad breakfast & brunch cuban caribbean byob caters restaurantstableservice wheelchairaccessible businessacceptscreditcards ambience_casual businessparking_street businessparking_lot restaurantstakeout noiselevel_average cheap budget inexpensive affordable hastv restaurantsdelivery restaurantsgoodforgroups restaurantsreservations happyhour
Olive Garden Italian Restaurant,17011 Palm Pointe Dr,Tampa,3.5,115,restaurants wine bar salad nightlife italian bar soup restaurants wine bar salad nightlife italian bar soup restaurantsattire_casual restaurantstakeout restaurantsgoodforgroups businessacceptscreditcards alcohol_full_bar goodforkids moderate casual businessparking_lot wifi_free happyhour noiselevel_average wheelchairaccessible outdoorseating bikeparking goodformeal_lunch goodformeal_dinner ambience_casual bestnights_friday bestnights_thursday bestnights_saturday caters hastv restaurantstableservice restaurantsdelivery
Brooklyn South,1437 Central Ave,Saint Petersburg,4.5,320,cheese shops specialty food sandwich food restaurants cheese shops specialty food sandwich food restaurants wifi_free cheap budget inexpensive affordable caters bikeparking wheelchairaccessible restaurantsdelivery goodforkids restaurantsattire_casual businessparking_street restaurantstakeout alcohol_beer_and_wine goodformeal_lunch businessacceptscreditcards noiselevel_average dogsallowed ambience_classy ambience_casual outdoorseating happyhour byob
Mel's Hot Dogs,4136 E Busch Blvd,Tampa,4.0,274,hot dog restaurants fast food hot dog restaurants fast food restaurantsgoodforgroups restaurantstakeout restaurantsattire_casual bikeparking caters businessacceptscreditcards outdoorseating alcohol_beer_and_wine cheap budget inexpensive affordable goodforkids businessparking_lot hastv ambience_casual wifi_free noiselevel_average goodformeal_lunch goodformeal_dinner wheelchairaccessible
Publix Super Markets,619 S Fort Harrison Ave,Clearwater,4.0,17,bakeries food restaurants delis grocery bakeries food restaurants delis grocery moderate casual businessacceptscreditcards bikeparking businessparking_lot restaurantstakeout noiselevel_average restaurantsattire_casual restaurantsgoodforgroups caters wifi_free goodforkids hastv restaurantsdelivery alcohol_beer_and_wine
Great Subs & More,1802 US Hwy 19,Holiday,3.5,37,sandwich restaurants sandwich restaurants outdoorseating goodforkids restaurantstakeout restaurantsgoodforgroups noiselevel_average hastv businessparking_lot cheap budget inexpensive affordable goodformeal_lunch bikeparking restaurantsattire_casual businessacceptscreditcards
The Nosh Pit,4040 Park St N,Saint Petersburg,4.0,40,sandwich restaurants delis sandwich restaurants delis restaurantstakeout moderate casual
Hot N Crazy Crab,133 E Bloomingdale Ave,Brandon,4.5,156,restaurants seafood restaurants seafood restaurantsgoodforgroups moderate casual ambience_casual restaurantstableservice restaurantstakeout hastv noiselevel_average businessacceptscreditcards alcohol_full_bar bikeparking businessparking_street wheelchairaccessible restaurantsdelivery
Bob Evans,102 Commercial Center Dr,Ruskin,3.0,75,hotels & travel restaurants comfort food salad bed & breakfast breakfast & brunch american (traditional) sandwich hotels & travel restaurants comfort food salad bed & breakfast breakfast & brunch american (traditional) sandwich moderate casual noiselevel_average ambience_casual wifi_free restaurantstakeout goodforkids restaurantsattire_casual restaurantstableservice bikeparking restaurantsgoodforgroups hastv goodformeal_lunch goodformeal_brunch goodformeal_breakfast restaurantsdelivery businessacceptscreditcards businessparking_lot
Sushi Bar & Hibachi Steakhouse,35927 US Hwy 19 N,Palm Harbor,3.5,7,restaurants japanese sushi bar steakhouse buffets restaurants japanese sushi bar steakhouse buffets goodforkids restaurantsattire_casual noiselevel_average moderate casual restaurantstakeout businessacceptscreditcards hastv restaurantsgoodforgroups
Sakura Sushi Hibachi,926 Curlew Rd,Dunedin,4.5,28,restaurants japanese sushi bar asian fusion salad restaurants japanese sushi bar asian fusion salad caters hastv wheelchairaccessible bikeparking restaurantstakeout businessacceptscreditcards restaurantsdelivery alcohol_beer_and_wine
Token Ramen & Kung Fu Tea,5914 Providence Road Riverview,Riverview,4.0,199,coffee & tea bubble tea taiwanese japanese ramen food asian fusion restaurants coffee & tea bubble tea taiwanese japanese ramen food asian fusion restaurants wifi_free businessparking_lot restaurantsattire_casual goodforkids wheelchairaccessible caters restaurantstableservice businessacceptscreditcards hastv moderate casual noiselevel_average restaurantsgoodforgroups restaurantsdelivery dogsallowed restaurantsreservations ambience_trendy ambience_classy ambience_casual restaurantstakeout
Beef 'O' Brady's,205 Apollo Beach Blvd,Apollo Beach,2.5,49,sports bar american (traditional) restaurants bar nightlife pubs sports bar american (traditional) restaurants bar nightlife pubs restaurantstakeout businessacceptscreditcards restaurantsgoodforgroups alcohol_full_bar bikeparking hastv moderate casual restaurantsattire_casual noiselevel_average goodforkids wifi_free restaurantsdelivery ambience_casual
Jet's Pizza,946 W Lumsden Rd,Brandon,3.5,58,food delivery services food pizza salad restaurants sandwich italian food delivery services food pizza salad restaurants sandwich italian restaurantstakeout hastv restaurantsdelivery caters restaurantsattire_casual moderate casual businessacceptscreditcards goodforkids noiselevel_average goodformeal_dinner
Del Valle,1522 E Fowler Ave,Tampa,2.5,5,mexican salad breakfast & brunch restaurants mexican salad breakfast & brunch restaurants restaurantsgoodforgroups goodforkids
Dwntwn Social,"1000 W Kennedy Blvd, Ste 100",Tampa,4.5,32,restaurants food coffee & tea juice bar & smoothie waffle restaurants food coffee & tea juice bar & smoothie waffle wheelchairaccessible businessparking_street businessparking_lot bikeparking wifi_free businessacceptscreditcards
Santoro's Pizzeria,1329 W Cass St,Tampa,4.5,89,restaurants pizza italian sandwich restaurants pizza italian sandwich goodforkids ambience_casual businessparking_garage businessparking_lot cheap budget inexpensive affordable outdoorseating restaurantsgoodforgroups hastv
Tropez St. Pete,437 Central Ave,Saint Petersburg,4.5,93,nightlife breakfast & brunch restaurants bar tapas/small plates cocktail bar nightlife breakfast & brunch restaurants bar tapas/small plates cocktail bar happyhour caters dogsallowed alcohol_full_bar restaurantstakeout bikeparking restaurantstableservice wifi_free restaurantsreservations businessacceptscreditcards noiselevel_average businessparking_garage businessparking_street businessparking_valet ambience_classy goodformeal_dinner restaurantsgoodforgroups restaurantsdelivery wheelchairaccessible restaurantsattire_casual hastv smoking_outdoor moderate casual
The Brick House Cafe,206 S Evers St,Plant City,3.5,47,restaurants american (traditional) desserts breakfast & brunch food sandwich restaurants american (traditional) desserts breakfast & brunch food sandwich businessacceptscreditcards noiselevel_quiet restaurantsattire_casual restaurantsgoodforgroups goodforkids cheap budget inexpensive affordable restaurantstakeout businessparking_lot goodformeal_breakfast hastv restaurantstableservice wheelchairaccessible drivethru restaurantsdelivery ambience_casual
Joe's New York Diner,11701 N Florida Ave,Tampa,4.0,226,diner breakfast & brunch american (traditional) restaurants italian greek diner breakfast & brunch american (traditional) restaurants italian greek outdoorseating restaurantstakeout restaurantstableservice goodforkids bikeparking businessparking_lot alcohol_beer_and_wine restaurantsattire_casual moderate casual businessacceptscreditcards wheelchairaccessible hastv noiselevel_average restaurantsdelivery goodformeal_dessert goodformeal_latenight goodformeal_lunch goodformeal_dinner goodformeal_brunch goodformeal_breakfast wifi_free ambience_casual
Subway,620 Twiggs Ave,Tampa,2.5,8,restaurants sandwich fast food restaurants sandwich fast food restaurantstakeout goodforkids bikeparking noiselevel_average cheap budget inexpensive affordable businessacceptscreditcards caters restaurantsattire_casual hastv restaurantsdelivery
La Cocinita Cubana,113 Central Dr,Brandon,4.5,33,spanish cuban restaurants spanish cuban restaurants businessacceptscreditcards goodforkids restaurantstakeout cheap budget inexpensive affordable restaurantsgoodforgroups outdoorseating restaurantsattire_casual
Ricky's Apollo Beach,6520 N US Hwy 41,Apollo Beach,3.5,52,american (traditional) restaurants american (new) nightlife breakfast & brunch bar sports bar american (traditional) restaurants american (new) nightlife breakfast & brunch bar sports bar hastv restaurantstakeout businessacceptscreditcards smoking_outdoor restaurantsgoodforgroups moderate casual restaurantsreservations businessparking_lot goodformeal_dinner alcohol_full_bar music_live wifi_free outdoorseating happyhour restaurantstableservice ambience_casual
Token Ramen,5085 34th St S,Saint Petersburg,4.5,10,chicken wings restaurants ramen japanese food bubble tea chicken wings restaurants ramen japanese food bubble tea
El Chuzo Bbq,7101 N Armenia Ave,Tampa,4.0,60,latin american restaurants latin american restaurants hastv cheap budget inexpensive affordable restaurantstakeout businessparking_lot goodforkids noiselevel_average outdoorseating bikeparking restaurantsattire_casual goodformeal_latenight goodformeal_lunch goodformeal_dinner restaurantsgoodforgroups ambience_casual businessacceptscreditcards
Domino's Pizza,2316 E Fletcher Ave,Tampa,2.5,29,restaurants chicken wings pizza sandwich restaurants chicken wings pizza sandwich goodforkids bikeparking noiselevel_quiet restaurantsgoodforgroups caters restaurantstakeout restaurantsattire_casual restaurantsreservations restaurantsdelivery cheap budget inexpensive affordable businessacceptscreditcards hastv
Anthony's New York Style Pizza,12041 Anderson Rd,Tampa,3.0,99,pizza restaurants pizza restaurants restaurantstakeout goodforkids moderate casual restaurantsdelivery restaurantsgoodforgroups caters hastv restaurantsattire_casual noiselevel_quiet wheelchairaccessible businessacceptscreditcards businessparking_lot goodformeal_dinner ambience_casual
On Swann,1501 W Swann Ave,Tampa,4.5,1291,desserts restaurants bar nightlife american (new) food desserts restaurants bar nightlife american (new) food moderate casual alcohol_full_bar businessacceptscreditcards restaurantsreservations noiselevel_loud dogsallowed restaurantsattire_casual wheelchairaccessible goodforkids corkage wifi_free restaurantstableservice businessparking_garage businessparking_street businessparking_valet outdoorseating bestnights_tuesday bestnights_friday bestnights_saturday ambience_trendy ambience_classy byob goodformeal_lunch goodformeal_dinner restaurantsgoodforgroups
Pei Wei Asian Diner,"4100 George J Bean Pkwy, Ste T7, Terminal A",Tampa,3.0,69,asian fusion chinese nightlife restaurants bar asian fusion chinese nightlife restaurants bar moderate casual goodforkids alcohol_full_bar hastv restaurantsgoodforgroups restaurantstableservice restaurantstakeout businessacceptscreditcards ambience_casual restaurantsattire_casual goodformeal_lunch goodformeal_dinner goodformeal_breakfast wifi_free noiselevel_average businessparking_garage
Ulele,1810 N Highland Ave,Tampa,4.0,3064,brewery food american (new) beer wine & spirits restaurants seafood brewery food american (new) beer wine & spirits restaurants seafood businessacceptscreditcards outdoorseating alcohol_full_bar bikeparking noiselevel_average restaurantsreservations restaurantsattire_casual wheelchairaccessible moderate casual restaurantstableservice wifi_free goodforkids restaurantsgoodforgroups dogsallowed goodformeal_lunch goodformeal_dinner businessparking_street businessparking_lot businessparking_valet ambience_trendy ambience_classy restaurantstakeout
